Year,District,State,Total,20&Over,19,17-18,15-16,13-14,11-12,9-10,7-8,6&U
2004,,SD,271,,,,,,,,,
2004,,TN,94,,,,,,,,,
2004,,TX,300,,,,,,,,,
2004,,UT,272,,,,,,,,,
2004,,VA,433,,,,,,,,,
2004,,VT,1314,,,,,,,,,
2004,,WA,664,,,,,,,,,
2004,,WI,3262,,,,,,,,,
2004,,WV,104,,,,,,,,,
2004,,WY,306,,,,,,,,,
2005,Atlantic,DE,72,49,1,7,4,3,4,3,0,1
2005,Atlantic,NJ,956,209,5,48,117,168,154,139,85,31
2005,Atlantic,E PA,1089,384,12,115,198,133,104,85,44,14
2005,Central,IL,1923,382,21,145,205,236,244,314,223,153
2005,Central,IA,188,31,5,10,20,18,20,30,19,35
2005,Central,KS,56,11,0,4,3,4,10,10,9,5
2005,Central,MO,302,88,11,14,29,36,34,48,25,17
2005,Central,NE,68,8,0,4,7,7,3,10,16,13
2005,Central,WI,3222,376,32,214,308,471,491,468,407,455
2005,Massachusetts,MA,7646,887,31,315,642,946,1203,1130,1160,1332
2005,Michigan,MI,4405,1326,54,250,420,493,582,531,399,350
2005,Mid-American,IN,287,100,7,26,23,34,34,23,24,16
2005,Mid-American,KY,109,19,1,19,17,15,16,11,5,6
2005,Mid-American,OH,947,308,8,56,82,99,130,126,86,52
2005,Mid-American,W PA,632,154,17,62,73,89,95,64,45,33
2005,Mid-American,WV,137,19,7,9,18,18,12,19,14,21
2005,Minnkota,MN,9863,1044,59,177,380,1296,1959,2009,1714,1225
2005,Minnkota,ND,853,32,5,67,102,159,191,133,84,80
2005,Minnkota,SD,300,8,3,37,58,54,37,34,33,36
2005,New England,CT,1864,258,10,65,188,297,353,285,221,187
2005,New England,ME,1246,184,15,102,232,192,176,112,114,119
2005,New England,NH,1094,278,3,60,93,155,131,153,111,110
2005,New England,RI,691,91,1,16,56,89,102,93,110,133
2005,New England,VT,1306,316,18,56,93,201,196,161,130,135
2005,New York,NY,4122,691,47,261,466,530,632,564,465,466
2005,Pacific,AK,1643,773,15,38,112,125,167,178,114,121
2005,Pacific,CA,1235,704,20,47,98,112,102,73,54,25
2005,Pacific,HI,0,0,0,0,0,0,0,0,0,0
2005,Pacific,NV,47,20,1,3,3,9,7,2,0,2
2005,Pacific,OR,132,60,4,20,19,8,7,7,7,0
2005,Pacific,WA,737,427,8,30,41,26,57,61,49,38
2005,Rocky Mountain,AZ,360,170,4,19,26,38,37,45,11,10
2005,Rocky Mountain,CO,1930,978,17,81,114,207,196,144,127,66
2005,Rocky Mountain,ID,387,188,5,22,26,39,35,27,25,20
2005,Rocky Mountain,MT,555,231,11,20,48,52,54,51,39,49
2005,Rocky Mountain,NM,181,71,0,10,11,20,19,21,12,17
2005,Rocky Mountain,OK,22,2,0,4,2,4,4,0,2,4
2005,Rocky Mountain,TX,366,121,4,26,53,55,45,36,17,9
2005,Rocky Mountain,UT,311,151,9,22,34,32,27,11,18,7
2005,Rocky Mountain,WY,290,102,1,22,27,33,26,27,27,25
2005,Southeastern,AL,55,18,0,4,4,4,7,8,4,6
2005,Southeastern,AR,10,1,0,0,1,2,1,3,2,0
2005,Southeastern,DC,84,35,3,11,3,5,15,7,4,1
2005,Southeastern,FL,629,319,8,31,37,58,61,56,25,34
2005,Southeastern,GA,122,57,3,5,9,10,12,11,6,9
2005,Southeastern,LA,29,15,2,2,5,2,1,0,2,0
2005,Southeastern,MD,707,216,7,70,110,113,94,59,26,12
2005,Southeastern,MS,13,1,0,0,1,0,4,3,2,2
2005,Southeastern,NC,271,147,8,16,16,28,23,18,13,2
2005,Southeastern,SC,96,43,1,9,7,2,7,9,9,9
2005,Southeastern,TN,117,46,0,3,23,15,10,10,4,6
2005,Southeastern,VA,455,174,16,31,58,51,48,39,25,13
2006,Atlantic,DE,57,38,1,4,3,4,2,4,1,0
2006,Atlantic,NJ,1097,223,10,61,145,178,180,160,82,58
2006,Atlantic,E PA,1157,384,20,137,152,167,129,90,57,21
2006,Central,IL,1961,419,30,130,228,217,278,284,228,147
2006,Central,IA,184,34,2,12,22,16,27,18,21,32
2006,Central,KS,52,14,1,0,2,5,13,10,5,2
2006,Central,MO,316,96,4,21,28,31,41,47,29,19
2006,Central,NE,85,17,1,7,6,6,7,10,20,11
2006,Central,WI,3313,434,34,158,318,432,539,481,418,499
2006,Massachusetts,MA,7780,936,32,333,708,1045,1217,1192,1145,1172
2006,Michigan,MI,4612,1480,85,261,434,535,545,525,387,360
2006,Mid-American,IN,306,107,5,22,21,41,31,24,24,31
2006,Mid-American,KY,137,26,4,19,25,18,22,9,5,9
2006,Mid-American,OH,1040,348,8,54,77,119,144,116,91,83
2006,Mid-American,W PA,660,137,20,68,75,81,100,73,59,47
2006,Mid-American,WV,122,15,0,9,16,17,12,15,14,24
2006,Minnkota,MN,10702,1235,58,214,472,1293,2127,2108,1840,1355
2006,Minnkota,ND,895,30,11,61,100,166,188,131,116,91
2006,Minnkota,SD,351,10,9,40,65,57,53,29,42,46
2006,New England,CT,2129,274,12,98,232,333,363,307,270,240
2006,New England,ME,1306,183,11,141,214,215,161,112,125,144
2006,New England,NH,1184,302,7,50,108,155,151,168,126,117
2006,New England,RI,755,105,7,29,65,94,108,104,111,132
2006,New England,VT,1293,309,8,61,107,181,191,149,129,158
2006,New York,NY,4562,818,59,214,471,598,655,624,546,577
2006,Pacific,AK,1685,787,7,59,83,161,173,172,119,124
2006,Pacific,CA,1349,775,28,65,87,110,98,92,67,27
2006,Pacific,HI,3,2,0,0,0,1,0,0,0,0
2006,Pacific,NV,56,20,0,0,7,9,5,7,2,6
2006,Pacific,OR,159,86,4,16,16,7,11,9,6,4
2006,Pacific,WA,739,428,10,35,28,52,59,54,31,42
2006,Rocky Mountain,AZ,285,106,3,10,33,26,46,30,18,13
2006,Rocky Mountain,CO,2031,1019,21,82,152,217,182,159,125,74
2006,Rocky Mountain,ID,448,222,4,17,35,41,43,31,26,29
2006,Rocky Mountain,MT,546,242,7,19,44,48,49,44,42,51
2006,Rocky Mountain,NM,192,65,3,8,15,27,24,16,19,15
2006,Rocky Mountain,OK,20,3,0,2,1,4,5,1,2,2
2006,Rocky Mountain,TX,518,253,2,30,41,72,38,48,21,13
2006,Rocky Mountain,UT,327,167,10,15,36,33,22,23,14,7
2006,Rocky Mountain,WY,272,89,7,23,30,30,23,26,21,23
2006,Southeastern,AL,63,17,2,1,5,9,6,9,11,3
2006,Southeastern,AR,17,7,0,1,2,1,3,1,0,2
2006,Southeastern,DC,101,48,5,5,3,10,12,8,9,1
2006,Southeastern,FL,602,328,8,31,41,49,62,48,23,12
2006,Southeastern,GA,127,55,1,5,11,12,12,11,12,8
2006,Southeastern,LA,18,10,1,1,4,0,0,1,0,1
2006,Southeastern,MD,825,225,13,83,137,101,93,82,59,32
2006,Southeastern,MS,18,3,0,0,0,3,4,7,0,1
2006,Southeastern,NC,332,195,10,6,27,20,27,19,19,9
2006,Southeastern,SC,108,35,1,7,6,5,9,8,10,27
2006,Southeastern,TN,143,48,0,9,15,9,12,10,15,25
2006,Southeastern,VA,510,197,8,39,75,48,49,48,28,18
2007,Atlantic,DE,61,35,4,5,3,7,2,2,1,2
2007,Atlantic,NJ,1125,224,10,94,139,156,163,146,120,73
2007,Atlantic,E PA,1279,442,30,147,180,172,131,95,56,26
2007,Central,IL,2076,455,24,134,240,244,312,278,230,159
2007,Central,IA,185,28,3,11,13,19,24,25,30,32
2007,Central,KS,51,14,0,2,3,8,11,10,2,1
2007,Central,MO,371,110,7,19,29,32,51,43,31,49
2007,Central,NE,89,6,0,3,6,4,16,22,13,19
2007,Central,WI,3311,492,28,163,289,483,494,434,439,489
2007,Massachusetts,MA,7766,1053,53,396,708,1084,1209,1235,1001,1027
2007,Michigan,MI,4492,1496,60,288,423,517,499,463,409,337
2007,Mid-American,IN,292,98,4,6,29,30,28,36,24,37
2007,Mid-American,KY,125,31,2,13,21,18,13,8,8,11
2007,Mid-American,OH,1088,375,18,53,86,128,139,128,98,63
2007,Mid-American,W PA,720,169,14,59,80,105,92,85,58,58
2007,Mid-American,WV,114,18,0,7,13,16,11,16,11,22
2007,Minnesota,MN,11489,1330,77,326,655,1404,2131,2281,1895,1390
2007,New England,CT,2197,292,8,116,229,356,373,308,282,233
2007,New England,ME,1217,166,9,116,185,199,142,131,120,149
2007,New England,NH,1206,287,1,59,110,125,190,175,140,119
2007,New England,RI,868,134,4,41,77,106,95,121,107,183
2007,New England,VT,1236,260,3,47,80,199,195,152,140,160
2007,New York,NY,4727,810,40,280,462,640,666,633,592,604
2007,Northern Plains,MT,602,280,3,42,47,50,38,49,50,43
2007,Northern Plains,ND,887,21,9,54,122,184,153,133,122,89
2007,Northern Plains,SD,352,14,3,39,65,62,50,37,42,40
2007,Northern Plains,WY,313,104,6,21,31,27,35,35,24,30
2007,Pacific,AK,1670,782,15,60,81,151,180,148,120,133
2007,Pacific,CA,1452,839,22,70,99,104,99,106,72,41
2007,Pacific,HI,2,0,0,2,0,0,0,0,0,0
2007,Pacific,NV,70,34,0,1,7,6,8,4,3,7
2007,Pacific,OR,123,63,0,10,12,10,8,13,4,3
2007,Pacific,WA,814,485,17,29,24,61,52,58,40,48
2007,Rocky Mountain,AZ,295,99,1,12,40,35,48,26,23,11
2007,Rocky Mountain,CO,2084,1049,28,88,199,218,174,143,114,71
2007,Rocky Mountain,ID,528,268,6,22,46,42,39,29,42,34
2007,Rocky Mountain,NM,180,55,2,14,27,21,17,16,16,12
2007,Rocky Mountain,OK,34,17,0,0,3,3,1,4,4,2
2007,Rocky Mountain,TX,595,300,4,33,56,53,51,55,21,22
2007,Rocky Mountain,UT,369,196,8,30,33,33,15,30,14,10
2007,Southeastern,AL,100,46,0,5,5,6,8,16,10,4
2007,Southeastern,AR,18,9,0,1,0,2,2,1,2,1
2007,Southeastern,DC,102,45,2,9,4,16,9,10,6,1
2007,Southeastern,FL,630,334,10,38,42,49,61,27,25,44
2007,Southeastern,GA,156,63,2,7,10,18,15,16,12,13
2007,Southeastern,LA,36,21,1,3,2,0,2,3,0,4
2007,Southeastern,MD,788,238,13,73,129,104,88,66,54,23
2007,Southeastern,MS,20,2,0,0,0,4,5,2,1,6
2007,Southeastern,NC,355,205,2,20,27,32,23,28,11,7
2007,Southeastern,SC,85,36,1,4,6,10,9,5,9,5
2007,Southeastern,TN,136,53,1,12,13,13,10,10,11,13
2007,Southeastern,VA,549,214,8,44,56,55,52,54,44,22
2008,Atlantic,DE,66,35,1,5,5,2,4,1,3,10
2008,Atlantic,NJ,1051,218,14,74,130,156,166,124,117,52
2008,Atlantic,E PA,1320,413,39,140,198,152,136,85,87,70
2008,Central,IL,2062,434,15,161,222,276,272,294,212,176
2008,Central,IA,170,16,3,11,17,28,20,20,20,35
2008,Central,KS,58,20,0,1,4,10,11,3,3,6
2008,Central,MO,390,101,5,28,22,43,44,32,42,73
2008,Central,NE,80,8,0,2,6,11,13,18,10,12
2008,Central,WI,3114,415,27,158,237,474,470,445,390,498
2008,Massachusetts,MA,8043,932,51,391,753,1125,1247,1233,1160,1151
2008,Michigan,MI,4373,1362,57,269,429,463,456,450,404,483
2008,Mid-American,WV,124,14,1,9,17,12,13,11,15,32
2008,Mid-American,W PA,804,146,23,59,96,105,98,96,79,102
2008,Mid-American,IN,324,63,2,16,33,45,44,43,27,51
2008,Mid-American,KY,130,20,1,16,17,19,12,14,10,21
2008,Mid-American,OH,1054,340,15,55,93,133,119,116,100,83
2008,Minnesota,MN,11713,1288,72,344,643,1490,2172,2278,1888,1538
2008,New England,CT,2260,280,22,121,217,339,362,311,281,327
2008,New England,ME,1168,175,16,80,141,199,138,137,118,164
2008,New England,NH,1134,240,7,55,99,155,197,146,114,121
2008,New England,RI,814,117,7,38,82,104,96,114,93,163
2008,New England,VT,1297,244,5,56,105,180,195,157,139,216
2008,New York,NY,5000,862,40,257,525,637,664,737,619,659
2008,Northern Plains,SD,330,25,5,31,54,64,35,38,38,40
2008,Northern Plains,WY,293,98,4,17,30,27,28,23,23,43
2008,Northern Plains,MT,598,274,6,43,44,49,57,46,45,34
2008,Northern Plains,ND,872,9,7,61,106,178,138,141,128,104
2008,Pacific,WA,781,458,10,23,40,61,50,40,40,59
2008,Pacific,OR,95,31,1,9,14,9,8,10,2,11
2008,Pacific,HI,0,0,0,0,0,0,0,0,0,0
2008,Pacific,CA,1350,803,17,47,92,96,97,98,62,38
2008,Pacific,AK,1752,828,17,43,121,149,161,151,138,144
2008,Pacific,NV,70,26,0,1,7,13,7,10,1,5
2008,Rocky Mountain,TX,546,268,9,27,48,41,64,38,28,23
2008,Rocky Mountain,OK,39,16,0,2,8,3,2,4,3,1
2008,Rocky Mountain,UT,336,180,4,22,29,18,26,32,14,11
2008,Rocky Mountain,ID,497,256,6,34,37,43,24,37,31,29
2008,Rocky Mountain,CO,2063,1039,27,107,190,193,191,134,99,83
2008,Rocky Mountain,AZ,329,131,2,19,29,34,27,20,21,46
2008,Rocky Mountain,NM,154,47,1,14,22,11,14,16,11,18
2008,Southeastern,VA,560,203,9,57,56,54,57,58,30,36
2008,Southeastern,TN,119,37,2,7,11,15,11,16,11,9
2008,Southeastern,SC,66,28,1,2,3,9,5,5,5,8
2008,Southeastern,NC,353,190,3,15,24,27,18,37,18,21
2008,Southeastern,MS,12,1,0,0,2,2,2,1,1,3
2008,Southeastern,LA,24,13,0,3,0,1,1,0,2,4
2008,Southeastern,GA,131,46,3,6,10,15,13,19,11,8
2008,Southeastern,FL,559,307,12,18,28,46,46,32,22,48
2008,Southeastern,AR,13,6,0,1,0,0,1,1,2,2
2008,Southeastern,AL,79,32,1,3,7,6,8,11,5,6
2008,Southeastern,MD,817,237,23,91,135,95,77,73,53,33
2008,Southeastern,DC,119,58,4,7,11,16,7,11,4,1
2009,Atlantic,DE,66,42,2,4,6,4,2,2,2,2
2009,Atlantic,E PA,1303,472,26,141,174,157,122,106,65,40
2009,Atlantic,NJ,1069,234,10,90,128,143,152,156,102,54
2009,Central,IL,2256,518,36,153,223,284,283,292,258,209
2009,Central,IA,203,35,3,18,24,27,18,24,23,31
2009,Central,KS,71,29,1,3,8,10,8,4,4,4
2009,Central,MO,374,118,10,20,22,45,29,40,39,51
2009,Central,NE,94,19,1,7,5,9,14,12,9,18
2009,Central,WI,3196,478,29,168,261,453,452,470,395,490
2009,Massachusetts,MA,8550,1102,55,443,836,1088,1354,1300,1139,1233
2009,Michigan,MI,4429,1488,76,286,446,430,439,485,365,414
2009,Mid-American,WV,135,18,1,10,11,12,16,16,22,29
2009,Mid-American,W PA,853,168,14,58,97,100,109,103,101,103
2009,Mid-American,IN,364,93,1,27,33,43,61,27,35,44
2009,Mid-American,KY,141,31,2,16,23,15,12,11,16,15
2009,Mid-American,OH,1059,360,18,62,101,105,113,133,88,79
2009,Minnesota,MN,12250,1417,75,359,715,1544,2308,2277,1881,1674
2009,New England,CT,2319,331,19,128,227,322,343,343,305,301
2009,New England,ME,1163,205,12,78,144,141,164,139,129,151
2009,New England,NH,1126,237,4,55,88,172,173,158,99,140
2009,New England,RI,832,136,11,43,84,81,114,87,92,184
2009,New England,VT,1240,227,7,55,77,180,187,153,145,209
2009,New York,NY,5264,1029,70,271,516,611,700,709,634,724
2009,Northern Plains,SD,342,21,1,38,63,55,42,46,40,36
2009,Northern Plains,WY,294,94,3,22,21,31,30,28,35,30
2009,Northern Plains,MT,691,325,11,37,60,60,65,59,37,37
2009,Northern Plains,ND,866,25,13,66,110,142,153,145,105,107
2009,Pacific,WA,817,476,21,21,54,50,52,41,47,55
2009,Pacific,OR,110,56,3,8,11,10,10,7,4,1
2009,Pacific,HI,0,0,0,0,0,0,0,0,0,0
2009,Pacific,CA,1392,819,9,66,81,91,111,99,71,45
2009,Pacific,AK,1767,830,18,63,106,160,152,155,119,164
2009,Pacific,NV,72,22,0,5,11,5,8,7,6,8
2009,Rocky Mountain,TX,587,310,7,32,47,40,55,46,28,22
2009,Rocky Mountain,OK,39,18,0,3,2,3,3,5,5,0
2009,Rocky Mountain,UT,355,193,9,25,27,18,32,33,9,9
2009,Rocky Mountain,ID,581,296,9,30,41,33,54,51,34,33
2009,Rocky Mountain,CO,2032,996,30,142,170,175,161,141,125,92
2009,Rocky Mountain,AZ,232,86,1,20,23,36,22,14,12,18
2009,Rocky Mountain,NM,166,50,3,12,15,13,14,22,17,20
2009,Southeastern,VA,534,185,19,32,59,53,58,63,37,28
2009,Southeastern,TN,123,39,5,3,14,6,14,24,8,10
2009,Southeastern,SC,59,19,0,1,6,11,5,7,6,4
2009,Southeastern,NC,383,184,5,17,28,24,41,37,31,16
2009,Southeastern,MS,16,6,0,0,4,0,3,0,1,2
2009,Southeastern,LA,34,18,1,2,0,2,0,2,5,4
2009,Southeastern,GA,98,20,2,6,11,13,9,18,9,10
2009,Southeastern,FL,577,330,13,22,34,51,28,32,36,31
2009,Southeastern,AR,19,10,2,0,1,2,1,2,0,1
2009,Southeastern,AL,83,37,1,5,8,5,6,9,2,10
2009,Southeastern,MD,862,272,18,90,133,91,90,82,57,29
2009,Southeastern,DC,124,59,6,7,11,9,10,10,7,5
2010,Atlantic,DE,67,43,1,8,3,5,2,4,0,1
2010,Atlantic,E PA,1426,513,41,145,196,150,136,135,65,45
2010,Atlantic,NJ,1107,228,22,64,98,141,154,178,127,95
2010,Central,IL,2516,562,33,166,252,275,336,345,306,241
2010,Central,IA,213,43,4,16,26,17,27,19,26,35
2010,Central,KS,93,25,0,4,10,9,12,10,13,10
2010,Central,MO,426,145,5,19,30,39,36,46,51,55
2010,Central,NE,124,15,0,3,10,6,23,12,23,32
2010,Central,WI,3328,572,36,149,266,415,458,473,443,516
2010,Massachusetts,MA,9102,1297,65,432,838,1147,1313,1373,1220,1417
2010,Michigan,MI,4883,1697,89,296,406,457,485,543,419,491
2010,Mid-American,WV,132,16,1,6,11,16,6,18,19,39
2010,Mid-American,W PA,1104,178,22,66,118,99,117,124,151,229
2010,Mid-American,IN,357,101,1,23,34,38,43,35,36,46
2010,Mid-American,KY,139,35,3,14,25,15,14,15,11,7
2010,Mid-American,OH,1101,396,16,68,99,94,121,125,102,80
2010,Minnesota,MN,12573,1518,68,354,737,1564,2328,2229,1959,1816
2010,New England,CT,2333,380,25,111,207,300,353,358,298,301
2010,New England,ME,1226,219,17,67,130,152,172,153,135,181
2010,New England,NH,1138,240,8,66,97,172,161,141,105,148
2010,New England,RI,827,137,8,47,77,84,113,94,87,180
2010,New England,VT,1341,225,10,56,90,187,197,168,154,254
2010,New York,NY,5534,1090,54,309,501,600,770,725,709,776
2010,Northern Plains,SD,395,18,3,46,69,50,51,58,54,46
2010,Northern Plains,WY,328,91,4,27,29,42,40,26,36,33
2010,Northern Plains,MT,786,387,8,48,59,63,53,74,38,56
2010,Northern Plains,ND,1005,42,12,62,116,131,179,186,134,143
2010,Pacific,WA,852,509,10,26,51,48,34,56,56,62
2010,Pacific,OR,104,51,1,8,9,10,8,4,7,6
2010,Pacific,HI,0,0,0,0,0,0,0,0,0,0
2010,Pacific,CA,1661,962,23,78,85,113,126,114,88,72
2010,Pacific,AK,1870,926,15,65,112,138,132,165,133,184
2010,Pacific,NV,87,27,2,4,9,12,10,5,10,8
2010,Rocky Mountain,TX,703,373,8,41,37,68,51,55,38,32
2010,Rocky Mountain,OK,38,14,2,2,3,3,7,1,4,2
2010,Rocky Mountain,UT,368,200,8,21,19,26,34,29,16,15
2010,Rocky Mountain,ID,575,284,12,27,37,44,55,37,40,39
2010,Rocky Mountain,CO,2110,1072,29,113,159,181,171,156,132,97
2010,Rocky Mountain,AZ,260,96,4,11,28,35,22,22,20,22
2010,Rocky Mountain,NM,203,66,5,10,17,12,24,20,27,22
2010,Southeastern,VA,599,230,5,33,49,58,70,55,54,45
2010,Southeastern,TN,137,30,2,8,12,13,17,18,13,24
2010,Southeastern,SC,79,26,1,3,9,10,8,3,11,8
2010,Southeastern,NC,403,187,5,14,30,29,37,44,31,26
2010,Southeastern,MS,17,7,0,1,1,1,2,3,1,1
2010,Southeastern,LA,29,13,1,2,0,1,1,2,3,6
2010,Southeastern,GA,154,55,2,5,17,11,17,20,19,8
2010,Southeastern,FL,609,340,11,25,41,37,38,55,36,26
2010,Southeastern,AR,24,10,0,1,1,3,1,4,0,4
2010,Southeastern,AL,95,41,1,3,3,8,10,9,7,13
2010,Southeastern,MD,891,299,17,66,109,96,90,93,75,46
2010,Southeastern,DC,137,70,7,5,9,8,10,12,9,7
2011,Atlantic,DE,87,60,1,9,6,1,4,3,2,1
2011,Atlantic,E PA,1504,529,44,134,184,187,178,128,77,43
2011,Atlantic,NJ,1194,219,27,76,115,150,193,190,141,83
