Year,State,Total
1991,AK,69.41747572815534
1991,AL,100.0
1991,AR,0.0
1991,AZ,106.66666666666667
1991,CA,41.80327868852459
1991,CO,96.80851063829788
1991,CT,44.31818181818182
1991,DC,-44.44444444444444
1991,DE,-22.22222222222222
1991,FL,266.66666666666663
1991,GA,14.285714285714285
1991,HI,-100.0
1991,IA,57.14285714285714
1991,ID,72.22222222222221
1991,IL,18.181818181818183
1991,IN,77.5
1991,KS,66.66666666666666
1991,KY,-65.625
1991,LA,inf
1991,MA,16.32492113564669
1991,MD,32.142857142857146
1991,ME,402.17391304347825
1991,MI,20.81967213114754
1991,MN,13.215400624349636
1991,MO,7.894736842105263
1991,MS,
1991,MT,66.66666666666666
1991,NC,81.25
1991,ND,22.727272727272727
1991,NE,33.33333333333333
1991,NH,107.27272727272728
1991,NJ,14.04494382022472
1991,NM,-28.57142857142857
1991,NV,50.0
1991,NY,28.880407124681934
1991,OH,-40.64171122994652
1991,OK,0.0
1991,OR,-2.564102564102564
1991,PA,10.256410256410255
1991,RI,17.56756756756757
1991,SC,inf
1991,SD,78.57142857142857
1991,TN,-11.11111111111111
1991,TX,28.57142857142857
1991,UT,0.0
1991,VA,-26.08695652173913
1991,VT,38.775510204081634
1991,WA,5.714285714285714
1991,WI,84.5771144278607
1991,WV,21.951219512195124
1991,WY,0.0
1992,AK,14.326647564469914
1992,AL,25.0
1992,AR,0.0
1992,AZ,103.2258064516129
1992,CA,60.115606936416185
1992,CO,-3.783783783783784
1992,CT,10.236220472440944
1992,DC,60.0
1992,DE,-14.285714285714285
1992,FL,40.909090909090914
1992,GA,0.0
1992,HI,inf
1992,IA,-4.545454545454546
1992,ID,167.74193548387098
1992,IL,27.601809954751133
1992,IN,-12.676056338028168
1992,KS,0.0
1992,KY,100.0
1992,LA,-100.0
1992,MA,17.28813559322034
1992,MD,5.405405405405405
1992,ME,4.978354978354979
1992,MI,28.493894165535956
1992,MN,16.360294117647058
1992,MO,43.90243902439025
1992,MS,
1992,MT,46.666666666666664
1992,NC,34.48275862068966
1992,ND,50.0
1992,NE,62.5
1992,NH,23.684210526315788
1992,NJ,37.4384236453202
1992,NM,140.0
1992,NV,100.0
1992,NY,27.245804540967423
1992,OH,68.46846846846847
1992,OK,0.0
1992,OR,5.263157894736842
1992,PA,41.08527131782946
1992,RI,22.988505747126435
1992,SC,100.0
1992,SD,24.0
1992,TN,0.0
1992,TX,33.33333333333333
1992,UT,3.571428571428571
1992,VA,58.82352941176471
1992,VT,84.55882352941177
1992,WA,89.1891891891892
1992,WI,44.20485175202156
1992,WV,19.0
1992,WY,55.55555555555556
1993,AK,31.57894736842105
1993,AL,110.00000000000001
1993,AR,200.0
1993,AZ,66.66666666666666
1993,CA,87.36462093862815
1993,CO,53.37078651685393
1993,CT,25.238095238095237
1993,DC,0.0
1993,DE,33.33333333333333
1993,FL,109.6774193548387
1993,GA,100.0
1993,HI,-100.0
1993,IA,133.33333333333331
1993,ID,-24.096385542168676
1993,IL,34.751773049645394
1993,IN,37.096774193548384
1993,KS,260.0
1993,KY,-13.636363636363635
1993,LA,
1993,MA,18.959537572254334
1993,MD,53.84615384615385
1993,ME,-3.5051546391752577
1993,MI,35.90285110876452
1993,MN,55.60821484992101
1993,MO,83.05084745762711
1993,MS,inf
1993,MT,106.81818181818181
1993,NC,-17.94871794871795
1993,ND,9.876543209876543
1993,NE,7.6923076923076925
1993,NH,10.99290780141844
1993,NJ,18.996415770609318
1993,NM,4.166666666666666
1993,NV,141.66666666666669
1993,NY,30.643910007757952
1993,OH,58.288770053475936
1993,OK,350.0
1993,OR,55.00000000000001
1993,PA,61.53846153846154
1993,RI,-0.9345794392523363
1993,SC,150.0
1993,SD,6.451612903225806
1993,TN,175.0
1993,TX,58.333333333333336
1993,UT,41.37931034482759
1993,VA,96.29629629629629
1993,VT,25.49800796812749
1993,WA,23.809523809523807
1993,WI,33.084112149532714
1993,WV,3.361344537815126
1993,WY,28.57142857142857
1994,AK,12.95238095238095
1994,AL,71.42857142857143
1994,AR,0.0
1994,AZ,15.238095238095239
1994,CA,35.067437379576106
1994,CO,15.384615384615385
1994,CT,34.030418250950575
1994,DC,75.0
1994,DE,37.5
1994,FL,52.307692307692314
1994,GA,37.5
1994,HI,
1994,IA,57.14285714285714
1994,ID,28.57142857142857
1994,IL,55.52631578947368
1994,IN,37.64705882352941
1994,KS,50.0
1994,KY,0.0
1994,LA,inf
1994,MA,30.855199222546158
1994,MD,48.333333333333336
1994,ME,38.034188034188034
1994,MI,37.995337995338
1994,MN,49.23857868020304
1994,MO,7.4074074074074066
1994,MS,-100.0
1994,MT,40.65934065934066
1994,NC,106.25
1994,ND,70.78651685393258
1994,NE,0.0
1994,NH,29.39297124600639
1994,NJ,35.8433734939759
1994,NM,8.0
1994,NV,-10.344827586206897
1994,NY,23.81235154394299
1994,OH,40.87837837837838
1994,OK,88.88888888888889
1994,OR,17.741935483870968
1994,PA,71.7687074829932
1994,RI,37.264150943396224
1994,SC,200.0
1994,SD,100.0
1994,TN,40.909090909090914
1994,TX,71.05263157894737
1994,UT,31.70731707317073
1994,VA,66.0377358490566
1994,VT,32.38095238095238
1994,WA,30.76923076923077
1994,WI,41.43258426966292
1994,WV,-11.38211382113821
1994,WY,75.92592592592592
1995,AK,13.659359190556492
1995,AL,0.0
1995,AR,33.33333333333333
1995,AZ,-23.140495867768596
1995,CA,17.261055634807416
1995,CO,16.507936507936506
1995,CT,6.524822695035461
1995,DC,-28.57142857142857
1995,DE,9.090909090909092
1995,FL,25.252525252525253
1995,GA,27.27272727272727
1995,HI,inf
1995,IA,-15.584415584415584
1995,ID,9.876543209876543
1995,IL,17.258883248730964
1995,IN,36.75213675213676
1995,KS,14.814814814814813
1995,KY,21.052631578947366
1995,LA,-50.0
1995,MA,19.123653917564056
1995,MD,2.247191011235955
1995,ME,-32.6625386996904
1995,MI,22.353603603603602
1995,MN,48.74149659863946
1995,MO,-9.482758620689655
1995,MS,
1995,MT,25.0
1995,NC,59.09090909090909
1995,ND,65.13157894736842
1995,NE,14.285714285714285
1995,NH,12.345679012345679
1995,NJ,9.75609756097561
1995,NM,33.33333333333333
1995,NV,-38.46153846153847
1995,NY,15.15587529976019
1995,OH,9.59232613908873
1995,OK,52.94117647058824
1995,OR,-8.21917808219178
1995,PA,11.08910891089109
1995,RI,5.841924398625429
1995,SC,80.0
1995,SD,-1.5151515151515151
1995,TN,3.225806451612903
1995,TX,35.38461538461539
1995,UT,72.22222222222221
1995,VA,30.681818181818183
1995,VT,13.42925659472422
1995,WA,10.294117647058822
1995,WI,27.606752730883816
1995,WV,-2.7522935779816518
1995,WY,-13.684210526315791
1996,AK,14.540059347181009
1996,AL,-22.22222222222222
1996,AR,200.0
1996,AZ,16.129032258064516
1996,CA,-0.24330900243309003
1996,CO,17.43869209809264
1996,CT,8.921438082556591
1996,DC,40.0
1996,DE,-8.333333333333332
1996,FL,62.096774193548384
1996,GA,-35.714285714285715
1996,HI,-40.0
1996,IA,66.15384615384615
1996,ID,21.34831460674157
1996,IL,24.242424242424242
1996,IN,-4.375
1996,KS,-6.451612903225806
1996,KY,4.3478260869565215
1996,LA,300.0
1996,MA,6.109725685785536
1996,MD,25.274725274725274
1996,ME,11.724137931034482
1996,MI,16.106764841233318
1996,MN,16.579007546306883
1996,MO,-11.428571428571429
1996,MS,inf
1996,MT,5.0
1996,NC,-21.904761904761905
1996,ND,22.31075697211155
1996,NE,18.75
1996,NH,11.20879120879121
1996,NJ,13.333333333333334
1996,NM,97.22222222222221
1996,NV,12.5
1996,NY,8.16326530612245
1996,OH,0.6564551422319475
1996,OK,-7.6923076923076925
1996,OR,-2.9850746268656714
1996,PA,14.795008912655971
1996,RI,11.03896103896104
1996,SC,-18.51851851851852
1996,SD,10.76923076923077
1996,TN,18.75
1996,TX,26.136363636363637
1996,UT,-4.301075268817205
1996,VA,25.217391304347824
1996,VT,41.2262156448203
1996,WA,-11.733333333333333
1996,WI,4.280155642023346
1996,WV,-11.320754716981133
1996,WY,31.70731707317073
1997,AK,11.658031088082902
1997,AL,-10.714285714285714
1997,AR,-8.333333333333332
1997,AZ,29.629629629629626
1997,CA,17.073170731707318
1997,CO,43.619489559164734
1997,CT,5.134474327628362
1997,DC,46.42857142857143
1997,DE,27.27272727272727
1997,FL,-17.412935323383085
1997,GA,-22.22222222222222
1997,HI,200.0
1997,IA,12.962962962962962
1997,ID,80.55555555555556
1997,IL,15.795586527293844
1997,IN,16.99346405228758
1997,KS,55.172413793103445
1997,KY,-8.333333333333332
1997,LA,775.0
1997,MA,9.048178613396004
1997,MD,9.649122807017543
1997,ME,11.316872427983538
1997,MI,3.64645263575109
1997,MN,11.180855237347979
1997,MO,27.956989247311824
1997,MS,166.66666666666669
1997,MT,16.071428571428573
1997,NC,19.51219512195122
1997,ND,14.006514657980457
1997,NE,26.31578947368421
1997,NH,10.474308300395258
1997,NJ,22.103386809269164
1997,NM,25.352112676056336
1997,NV,-33.33333333333333
1997,NY,10.319599537928378
1997,OH,5.6521739130434785
1997,OK,12.5
1997,OR,-1.5384615384615385
1997,PA,9.937888198757763
1997,RI,0.29239766081871343
1997,SC,-18.181818181818183
1997,SD,18.055555555555554
1997,TN,-13.157894736842104
1997,TX,80.18018018018019
1997,UT,37.07865168539326
1997,VA,14.583333333333334
1997,VT,14.820359281437126
1997,WA,6.948640483383686
1997,WI,22.611940298507463
1997,WV,-7.446808510638298
1997,WY,27.77777777777778
1998,AK,6.148491879350348
1998,AL,56.00000000000001
1998,AR,-27.27272727272727
1998,AZ,35.0
1998,CA,4.270833333333333
1998,CO,36.34894991922455
1998,CT,17.441860465116278
1998,DC,0.0
1998,DE,164.28571428571428
1998,FL,33.734939759036145
1998,GA,28.57142857142857
1998,HI,33.33333333333333
1998,IA,-9.01639344262295
1998,ID,32.30769230769231
1998,IL,18.956870611835505
1998,IN,28.49162011173184
1998,KS,35.55555555555556
1998,KY,13.636363636363635
1998,LA,48.57142857142857
1998,MA,22.306034482758623
1998,MD,4.3999999999999995
1998,ME,19.408502772643253
1998,MI,19.196940726577438
1998,MN,14.978828510938602
1998,MO,4.201680672268908
1998,MS,50.0
1998,MT,22.05128205128205
1998,NC,24.489795918367346
1998,ND,28.000000000000004
1998,NE,183.33333333333331
1998,NH,38.64042933810376
1998,NJ,6.131386861313868
1998,NM,35.95505617977528
1998,NV,66.66666666666666
1998,NY,11.588132635253054
1998,OH,19.958847736625515
1998,OK,25.925925925925924
1998,OR,81.25
1998,PA,18.07909604519774
1998,RI,26.53061224489796
1998,SC,44.44444444444444
1998,SD,58.82352941176471
1998,TN,15.151515151515152
1998,TX,25.0
1998,UT,28.688524590163933
1998,VA,16.363636363636363
1998,VT,16.427640156453716
1998,WA,15.254237288135593
1998,WI,26.171637248934875
1998,WV,-2.2988505747126435
1998,WY,35.507246376811594
1999,AK,8.743169398907105
1999,AL,-23.076923076923077
1999,AR,25.0
1999,AZ,46.56084656084656
1999,CA,9.19080919080919
1999,CO,16.23222748815166
1999,CT,27.722772277227726
1999,DC,14.634146341463413
1999,DE,21.62162162162162
1999,FL,14.414414414414415
1999,GA,227.77777777777777
1999,HI,0.0
1999,IA,31.53153153153153
1999,ID,17.05426356589147
1999,IL,10.286677908937605
1999,IN,2.1739130434782608
1999,KS,39.34426229508197
1999,KY,12.0
1999,LA,13.461538461538462
1999,MA,5.066079295154185
1999,MD,38.31417624521073
1999,ME,1.5479876160990713
1999,MI,11.100417067693295
1999,MN,6.659505907626208
1999,MO,51.61290322580645
1999,MS,16.666666666666664
1999,MT,20.168067226890756
1999,NC,48.36065573770492
1999,ND,23.214285714285715
1999,NE,-2.941176470588235
1999,NH,21.29032258064516
1999,NJ,7.702888583218708
1999,NM,-19.834710743801654
1999,NV,120.0
1999,NY,5.598999061620269
1999,OH,-4.459691252144083
1999,OK,17.647058823529413
1999,OR,0.8620689655172413
1999,PA,10.885167464114833
1999,RI,16.129032258064516
1999,SC,7.6923076923076925
1999,SD,45.925925925925924
1999,TN,-28.947368421052634
1999,TX,24.4
1999,UT,12.738853503184714
1999,VA,45.83333333333333
1999,VT,-2.9115341545352744
1999,WA,20.098039215686274
1999,WI,8.779546550892427
1999,WV,-10.588235294117647
1999,WY,2.13903743315508
2000,AK,9.145728643216081
2000,AL,0.0
2000,AR,10.0
2000,AZ,38.26714801444043
2000,CA,-4.483074107959744
2000,CO,9.072375127421
2000,CT,5.038759689922481
2000,DC,46.808510638297875
2000,DE,8.88888888888889
2000,FL,2.3622047244094486
2000,GA,18.64406779661017
2000,HI,16.666666666666664
2000,IA,-3.4246575342465753
2000,ID,6.95364238410596
2000,IL,1.3761467889908259
2000,IN,-9.787234042553191
2000,KS,-21.176470588235293
2000,KY,78.57142857142857
2000,LA,-11.864406779661017
2000,MA,9.39203354297694
2000,MD,25.20775623268698
2000,ME,27.134146341463417
2000,MI,4.995668495524113
2000,MN,5.7689541073226875
2000,MO,9.574468085106384
2000,MS,57.14285714285714
2000,MT,9.44055944055944
2000,NC,20.994475138121548
2000,ND,5.797101449275362
2000,NE,-18.181818181818183
2000,NH,7.872340425531915
2000,NJ,0.2554278416347382
2000,NM,-6.185567010309279
2000,NV,-29.545454545454547
2000,NY,2.6362559241706163
2000,OH,16.15798922800718
2000,OK,-45.0
2000,OR,-5.128205128205128
2000,PA,22.43797195253506
2000,RI,6.547619047619048
2000,SC,17.857142857142858
2000,SD,13.705583756345177
2000,TN,185.1851851851852
2000,TX,0.0
2000,UT,15.254237288135593
2000,VA,16.428571428571427
2000,VT,6.459054209919262
2000,WA,0.20408163265306123
2000,WI,9.268292682926829
2000,WV,1.3157894736842104
2000,WY,16.75392670157068
2001,AK,1.1049723756906076
2001,AL,0.0
2001,AR,45.45454545454545
2001,AZ,8.616187989556137
2001,CA,1.1494252873563218
2001,CO,21.49532710280374
2001,CT,7.453874538745388
2001,DC,1.4492753623188406
2001,DE,0.0
2001,FL,37.69230769230769
2001,GA,-4.285714285714286
2001,HI,-7.142857142857142
2001,IA,7.801418439716312
2001,ID,0.6191950464396285
2001,IL,5.052790346907994
2001,IN,20.28301886792453
2001,KS,-2.9850746268656714
2001,KY,36.0
2001,LA,-21.153846153846153
2001,MA,10.0804906094289
2001,MD,11.061946902654867
2001,ME,22.18225419664269
2001,MI,3.382838283828383
2001,MN,5.957562568008705
2001,MO,11.165048543689322
2001,MS,-40.909090909090914
2001,MT,13.418530351437699
2001,NC,3.1963470319634704
2001,ND,9.76027397260274
2001,NE,1.8518518518518516
2001,NH,-7.199211045364892
2001,NJ,2.420382165605096
2001,NM,3.296703296703297
2001,NV,6.451612903225806
2001,NY,4.675324675324675
2001,OH,0.7727975270479135
2001,OK,-4.545454545454546
2001,OR,-9.90990990990991
2001,PA,14.625550660792952
2001,RI,3.165735567970205
2001,SC,69.6969696969697
2001,SD,6.696428571428571
2001,TN,-2.5974025974025974
2001,TX,5.466237942122187
2001,UT,11.76470588235294
2001,VA,31.595092024539877
2001,VT,-3.683640303358613
2001,WA,5.295315682281059
2001,WI,1.9074675324675323
2001,WV,1.2987012987012987
2001,WY,13.901345291479823
2002,AK,17.48633879781421
2002,AL,33.33333333333333
2002,AR,0.0
2002,AZ,-9.375
2002,CA,8.238636363636363
2002,CO,12.692307692307692
2002,CT,10.714285714285714
2002,DC,10.0
2002,DE,34.69387755102041
2002,FL,13.966480446927374
2002,GA,38.80597014925373
2002,HI,-7.6923076923076925
2002,IA,22.36842105263158
2002,ID,-4.3076923076923075
2002,IL,27.063890882986357
2002,IN,23.137254901960784
2002,KS,0.0
2002,KY,27.941176470588236
2002,LA,7.317073170731707
2002,MA,7.120473537604457
2002,MD,19.52191235059761
2002,ME,4.2198233562316
2002,MI,6.0654429369513165
2002,MN,6.93196405648267
2002,MO,-5.240174672489083
2002,MS,61.53846153846154
2002,MT,9.014084507042254
2002,NC,0.4424778761061947
2002,ND,2.1840873634945397
2002,NE,-12.727272727272727
2002,NH,10.73326248671626
2002,NJ,11.442786069651742
2002,NM,11.702127659574469
2002,NV,-18.181818181818183
2002,NY,5.734767025089606
2002,OH,4.9079754601226995
2002,OK,-9.523809523809524
2002,OR,26.0
2002,PA,8.916218293620293
2002,RI,11.010830324909747
2002,SC,-12.5
2002,SD,3.765690376569038
2002,TN,20.0
2002,TX,-12.195121951219512
2002,UT,23.24561403508772
2002,VA,-9.324009324009324
2002,VT,24.746906636670417
2002,WA,8.897485493230175
2002,WI,10.87216248506571
2002,WV,3.8461538461538463
2002,WY,2.3622047244094486
2003,AK,11.007751937984496
2003,AL,17.5
2003,AR,-31.25
2003,AZ,-23.076923076923077
2003,CA,3.062117235345582
2003,CO,13.515358361774743
2003,CT,7.94044665012407
2003,DC,7.792207792207792
2003,DE,-10.606060606060606
2003,FL,22.794117647058822
2003,GA,-18.27956989247312
2003,HI,66.66666666666666
2003,IA,-19.35483870967742
2003,ID,9.32475884244373
2003,IL,-1.977401129943503
2003,IN,9.872611464968154
2003,KS,6.153846153846154
2003,KY,-6.896551724137931
2003,LA,-31.818181818181817
2003,MA,7.443523484479115
2003,MD,1.6666666666666667
2003,ME,13.74764595103578
2003,MI,4.991221469776774
2003,MN,10.960384153661465
2003,MO,28.110599078341014
2003,MS,-47.61904761904761
2003,MT,13.953488372093023
2003,NC,2.2026431718061676
2003,ND,12.213740458015266
2003,NE,37.5
2003,NH,-2.495201535508637
2003,NJ,1.8973214285714284
2003,NM,29.523809523809526
2003,NV,55.55555555555556
2003,NY,5.215123859191656
2003,OH,12.134502923976607
2003,OK,26.31578947368421
2003,OR,-6.349206349206349
2003,PA,9.03316866619619
2003,RI,3.2520325203252036
2003,SC,38.775510204081634
2003,SD,1.6129032258064515
2003,TN,8.88888888888889
2003,TX,5.555555555555555
2003,UT,-1.7793594306049825
2003,VA,10.796915167095115
2003,VT,12.263300270513977
2003,WA,7.8152753108348145
2003,WI,12.464080459770114
2003,WV,-12.345679012345679
2003,WY,18.846153846153847
2004,AK,4.399441340782123
2004,AL,6.382978723404255
2004,AR,-9.090909090909092
2004,AZ,-5.862068965517241
2004,CA,-2.7164685908319184
2004,CO,5.832832230907998
2004,CT,1.839080459770115
2004,DC,7.228915662650602
2004,DE,18.64406779661017
2004,FL,3.3932135728542914
2004,GA,26.31578947368421
2004,HI,-85.0
2004,IA,26.0
2004,ID,4.117647058823529
2004,IL,4.899135446685879
2004,IN,-13.043478260869565
2004,KS,-2.898550724637681
2004,KY,14.814814814814813
2004,LA,0.0
2004,MA,4.613522916351536
2004,MD,6.557377049180328
2004,ME,-2.814569536423841
2004,MI,2.6516961299569997
2004,MN,2.1637996321540625
2004,MO,4.316546762589928
2004,MS,-9.090909090909092
2004,MT,14.965986394557824
2004,NC,9.482758620689655
2004,ND,7.6190476190476195
2004,NE,36.36363636363637
2004,NH,5.708661417322835
2004,NJ,3.5049288061336252
2004,NM,16.176470588235293
2004,NV,9.523809523809524
2004,NY,-0.24783147459727387
2004,OH,4.954367666232073
2004,OK,0.0
2004,OR,-14.40677966101695
2004,PA,13.527508090614887
2004,RI,6.6141732283464565
2004,SC,30.88235294117647
2004,SD,7.5396825396825395
2004,TN,-4.081632653061225
2004,TX,-1.3157894736842104
2004,UT,-1.4492753623188406
2004,VA,0.46403712296983757
2004,VT,5.542168674698795
2004,WA,9.390444810543658
2004,WI,4.183966783775152
2004,WV,46.478873239436616
2004,WY,-0.9708737864077669
